RICS,Term,Prices/Upfronts,Name,Currency,Rank,Doc Clause,Cal final,recovery rate,TRBC Economic Sector Name,Region
COF1YUSAX=R,1Y,12.47,CAPITAL ONE FIN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
SGR1YUSAX=R,1Y,172.09,CB&I GROUP,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Industrials,United States of America
CHCO1YUSAX=R,1Y,20.75,CCO HOLDINGS,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
SCH1YUSAX=R,1Y,27.03,CHARLES SCHWAB,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
CI1YUSAX=R,1Y,8.86,CIGNA,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
CMS1YUSAX=R,1Y,8.07,CMS ENERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
CNA1YUSAX=R,1Y,11.8,CNA FINANCIAL,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
COOP1YUSAX=R,1Y,85.1,COOPER INDUSTRIS,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Industrials,United States of America
CHLI1YUSAX=R,1Y,20.14,COUNTRYWIDE HOME,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
CRHC1YUSAX=R,1Y,33.1,CRH AMERICA,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Consumer Cyclicals,United States of America
CATF1YUSAX=R,1Y,8.04,CTRPLLR FIN SERV,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
DDR1YUSAX=R,1Y,14.25,DDR,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
DEM1YUSAX=R,1Y,6.3,DE US,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Government,United States of America
DISA1YUSAX=R,1Y,56.25,DISH DBS,USD,SNRFOR,Ex-Restruct14,B,(40-49),Consumer Cyclicals,United States of America
UFX1YUSAX=R,1Y,7.5,DMTAR,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Basic Materials,United States of America
DPL1YUSAX=R,1Y,83.32,DPL,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Utilities,United States of America
DRE1YUSAX=R,1Y,122.86,DUKE REALTY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
EEP1YUSAX=R,1Y,34.18,EEP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Energy,United States of America
EQ1YUSAX=R,1Y,46.75,EMBARQ,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Telecommunications Services,United States of America
ESV1YUSAX=R,1Y,84.24,ENSCO INTRNL,USD,SNRFOR,Ex-Restruct14,B,(40-49),Energy,United States of America
BLKC1YUSAX=R,1Y,45.04,EOP OPERATING,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
ERAA1YUSAX=R,1Y,14.86,ERAC USA FINA,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Industrials,United States of America
EQRO1YUSAX=R,1Y,6.95,ERP OPERATING,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
EXC1YUSAX=R,1Y,6.66,EXELON,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
EXPE1YUSAX=R,1Y,9.56,EXPEDIA GROUP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
FCHA1YUSAX=R,1Y,37.88,FELCOR LODGNG LP,USD,SNRFOR,Ex-Restruct14,B,(40-49),Consumer Cyclicals,United States of America
FNF1YUSAX=R,1Y,125.95,FID NATL TITLE,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
FRIL1YUSAX=R,1Y,50.64,FIRST INDUSTRIAL,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
FE1YUSAX=R,1Y,7.99,FIRSTENERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
FMCR1YUSAX=R,1Y,18.33,FORD MOTOR CRED,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
BEN1YUSAX=R,1Y,12.04,FRANKLIN RSC,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
GNW1YUSAX=R,1Y,83.11,GENWORTH HLDG,USD,SNRFOR,Ex-Restruct14,B,(40-49),Financials,United States of America
HIG1YUSAX=R,1Y,8.23,HARTFORD FIN SER,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
HCP1YUSAX=R,1Y,15.59,HCP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
HNT1YUSAX=R,1Y,230.88,HEALTH NET,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
HST1YUSAX=R,1Y,6.9,HOST HOTELS,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Financials,United States of America
HUM1YUSAX=R,1Y,7.72,HUMANA,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
AIGC1YUSAX=R,1Y,16.85,ILFC,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
INUB1YUSAX=R,1Y,56.32,INTERVL ACQSTION,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
JNS1YUSAX=R,1Y,206.42,JANUS CAP,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
DECR1YUSAX=R,1Y,7.46,JOHN DEERE CAP,USD,SNRFOR,Ex-Restruct14,A,(40-49),Basic Materials,Canada
KSE1YUSAX=R,1Y,15.55,KEYSPAN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
KIMR1YUSAX=R,1Y,18.31,KIMCO REALTY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
LVLA1YUSAX=R,1Y,91.4,LEVEL 3 FINANCIN,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Financials,United States of America
L1YUSAX=R,1Y,23.06,LIBERTY INTRCTIV,USD,SNRFOR,Ex-Restruct14,BB,(30-39),Consumer Cyclicals,United States of America
LBRT1YUSAX=R,1Y,76.78,LIBERTY MUT GRP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
LMI1YUSAX=R,1Y,51.71,LIBERTY MUTL INS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
LMI1YUSSX=R,1Y,51.49,LIBERTY MUTL INS,USD,SUBLT2,Ex-Restruct14,BBB,(0-29),Financials,United States of America
LNC1YUSAX=R,1Y,11.21,LNC,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
LTR1YUSAX=R,1Y,5.86,LOEWS,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
CLIM1YUSAX=R,1Y,23.4,MACK-CALI REALTY,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Financials,United States of America
CLI1YUSAX=R,1Y,23.4,MACK-CALI RLTY,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Financials,United States of America
MFCM1YUSAX=R,1Y,154.28,MANUFACTURER INV,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
MMC1YUSAX=R,1Y,8.79,MARSH MCLENNAN,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
MBI1YUSAX=R,1Y,59.74,MBIA,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
MBIA1YUSAX=R,1Y,266.05,MBIA INSURANCE,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Financials,United States of America
MET1YUSAX=R,1Y,10.33,METLIFE,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
MTG1YUSAX=R,1Y,17.42,MGIC INVESTMENT,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Financials,United States of America
MGM1YUSAX=R,1Y,29.23,MGM RESORTS INTL,USD,SNRFOR,Ex-Restruct14,BB,(30-39),Consumer Cyclicals,United States of America
MGM1YUSSX=R,1Y,41.87,MGM RESORTS INTL,USD,SUBLT2,Ex-Restruct14,BB,(0-29),Consumer Cyclicals,United States of America
TAP1YUSAX=R,1Y,41.72,MOLSON COORS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
NRUF1YUSAX=R,1Y,10.68,NATL RURAL UTILS,USD,SNRFOR,Ex-Restruct14,A,(40-49),Financials,United States of America
ABSJ1YUSAX=R,1Y,15.22,NEW ALBERTSON,USD,SNRFOR,Cum-Restruct14,NR,(30-39),Financials,United States of America
NEMU1YUSAX=R,1Y,10.25,NEWMONT USA,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Basic Materials,United States of America
FPL1YUSAX=R,1Y,19.91,NEXTERA ENER,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
FPLG1YUSAX=R,1Y,19.91,NEXTERA HLDG,USD,SNRFOR,Ex-Restruct14,A,(40-49),Utilities,United States of America
NISI1YUSAX=R,1Y,8.02,NISOURCE FINANCE,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
NISA1YUSAX=R,1Y,39.93,NISSAN MTR ACCEP,USD,SNRFOR,Ex-Restruct14,A,(30-39),Financials,United States of America
AEP1YUSAX=R,1Y,7.58,AEP INC,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
AESC1YUSAX=R,1Y,14.24,AES CORP,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Utilities,United States of America
AESC1YUSSX=R,1Y,14.24,AES CORP,USD,SUBLT2,Ex-Restruct14,BB,(0-29),Utilities,United States of America
AYES1YUSAX=R,1Y,19.54,ALLEG ENER SUPLY,USD,SNRFOR,Ex-Restruct14,B,(40-49),Utilities,United States of America
AGYA1YUSAX=R,1Y,13.36,ALLIANT ENER RES,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Energy,United States of America
LNT1YUSAX=R,1Y,22.25,ALLIANT ENERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
AZD1YUSAX=R,1Y,149.04,ARIZONA PUB SERV,USD,SNRFOR,Ex-Restruct14,A,(40-49),Utilities,United States of America
DUKB1YUSAX=R,1Y,3.83,CINERGY,USD,SNRFOR,Ex-Restruct14,A,(40-49),Utilities,United States of America
EDCN1YUSAX=R,1Y,12.88,CON ED OF NY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
D1YUSAX=R,1Y,9.09,DOMINION US,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
DTE1YUSAX=R,1Y,9.43,DTE ENERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
DUKD1YUSAX=R,1Y,6.68,DUKE ENERGY CARO,USD,SNRFOR,Ex-Restruct14,A,(40-49),Utilities,United States of America
ETN1YUSAX=R,1Y,8.65,EATON,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
ETR1YUSAX=R,1Y,12.33,ENTERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
EXCG1YUSAX=R,1Y,18.37,EXELON GENERATIN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
NRG1YUSAX=R,1Y,20.77,NRG ENERGY,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Utilities,United States of America
PACG1YUSAX=R,1Y,19.23,PG&E,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
PGN1YUSAX=R,1Y,6.57,PRGRES ENRGY,USD,SNRFOR,Ex-Restruct14,A,(40-49),Utilities,United States of America
PEGE1YUSAX=R,1Y,146.74,PSEG ENERGY,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Basic Materials,United States of America
PEGP1YUSAX=R,1Y,13.42,PSEG POWER,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
PSD1YUSAX=R,1Y,29.07,PUGET ENERGY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
SRE1YUSAX=R,1Y,9.06,SEMPRA USA,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
SCE1YUSAX=R,1Y,13.19,SOUTHERN CA,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
SOPW1YUSAX=R,1Y,19.44,SOUTHERN PWR,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Utilities,United States of America
USGV1YEUAC=R,1Y,13.41,US TREASURY,EUR,SNRFOR,Cum-Restruct14,AA,(50-89),Government,United States of America
ABT1YUSAX=R,1Y,7.37,ABBOTT,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
ADPX1YUSAX=R,1Y,16.54,ADP,USD,SNRFOR,Ex-Restruct14,AA,(40-49),Technology,United States of America
AET1YUSAX=R,1Y,5.73,AETNA,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
WPI1YUSAX=R,1Y,106.33,ALLERGAN FINANCE,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
ABC1YUSAX=R,1Y,11.44,AMERISOURCEBERGN,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Non-Cyclicals,United States of America
AMGN1YUSAX=R,1Y,7.19,AMGEN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
TMOA1YUSAX=R,1Y,77.09,APOGENT TECH,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
ARAM1YUSAX=R,1Y,8.19,ARAMARK SERVICES,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Industrials,United States of America
AN1YUSAX=R,1Y,441.96,AUTONATION,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
CARC1YUSAX=R,1Y,49.94,AVIS BUDGET CAR,USD,SNRFOR,Ex-Restruct14,BB,(0-29),Industrials,United States of America
CARF1YUSAX=R,1Y,41.09,AVIS BUDGET GRP,USD,SNRFOR,Ex-Restruct14,BB,(30-39),Industrials,United States of America
BOLX1YUSAX=R,1Y,81.94,BAUSCH & LOMB,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
BAX1YUSAX=R,1Y,5.51,BAXTER INTL,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
BLC1YUSAX=R,1Y,81.41,BELO,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Consumer Cyclicals,United States of America
BMS1YUSAX=R,1Y,46.69,BEMIS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Basic Materials,United States of America
BBY1YUSAX=R,1Y,8.05,BEST BUY,USD,SNRFOR,Ex-Restruct14,BBB,(30-39),Consumer Cyclicals,United States of America
BSX1YUSAX=R,1Y,4.56,BOSTON,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
BXPP1YUSAX=R,1Y,11.14,BOSTON PRPTY,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
BYD1YUSAX=R,1Y,26.11,BOYD GAMING,USD,SNRFOR,Ex-Restruct14,B,(0-29),Consumer Cyclicals,United States of America
BYD1YUSSX=R,1Y,25.77,BOYD GAMING,USD,SUBLT2,Ex-Restruct14,B,(0-29),Consumer Cyclicals,United States of America
BMY1YUSAX=R,1Y,7.45,BRISTOL-MYERS,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
CAH1YUSAX=R,1Y,14.17,CARDINAL HEALTH,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
CBS1YUSAX=R,1Y,9.56,CBS CORP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
CELG1YUSAX=R,1Y,12.71,CELGENE,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
CMCS1YUSAX=R,1Y,6.26,COMCAST,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Cyclicals,United States of America
CMCY1YUSAX=R,1Y,12.46,COMCAST HLDGS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
COST1YUSAX=R,1Y,8.55,COSTCO WHOLESALE,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Cyclicals,United States of America
COX1YUSAX=R,1Y,7.16,COX COMM,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
COX1YUSSX=R,1Y,10.75,COX COMM,USD,SUBLT2,Ex-Restruct14,BBB,(0-29),Consumer Cyclicals,United States of America
COXE1YUSAX=R,1Y,68.03,COX ENTERPRISES,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
CVCA1YUSAX=R,1Y,35.84,CSC HOLDINGS,USD,SNRFOR,Ex-Restruct14,B,(40-49),Telecommunications Services,United States of America
CVS1YUSAX=R,1Y,14.48,CVS HEALTH,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
DRI1YUSAX=R,1Y,7.32,DARDEN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
DLX1YUSAX=R,1Y,13.68,DELUXE,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Industrials,United States of America
DDS1YUSAX=R,1Y,12.01,DILLARDS,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
DISH1YUSAX=R,1Y,56.25,DISH NETWORK,USD,SNRFOR,Ex-Restruct14,B,(40-49),Consumer Cyclicals,United States of America
DISH1YUSSX=R,1Y,84.37,DISH NETWORK,USD,SUBLT2,Ex-Restruct14,B,(0-29),Consumer Cyclicals,United States of America
HLS1YUSAX=R,1Y,138.41,ENCOMPASS HEALTH,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Healthcare,United States of America
BAIN1YUSAX=R,1Y,5.82,FIS DATA SYSTEMS,USD,SNRFOR,Ex-Restruct14,NR,(30-39),Technology,United States of America
BAIN1YUSSX=R,1Y,20.59,FIS DATA SYSTEMS,USD,SUBLT2,Ex-Restruct14,NR,(0-29),Technology,United States of America
FLSB1YUSAB=R,1Y,9,FLORIDA ST BRD,USD,SNRFOR,Cum-Restruct14,NR,(50-89),Consumer Non-Cyclicals,United States of America
GPS1YUSAX=R,1Y,11.7,GAP,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
HAS1YUSAX=R,1Y,14.15,HASBRO,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
HCA1YUSAX=R,1Y,18.18,HCA,USD,SNRFOR,Ex-Restruct14,BB,(30-39),Healthcare,United States of America
HMA1YUSAX=R,1Y,20.12,HEALTH MGMT,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
HMA1YUSSX=R,1Y,20.01,HEALTH MGMT,USD,SUBLT2,Ex-Restruct14,NR,(30-39),Healthcare,United States of America
HERT1YUSAX=R,1Y,110.67,HERTZ,USD,SNRFOR,Ex-Restruct14,B,(30-39),Industrials,United States of America
HIWL1YUSAX=R,1Y,215.12,HIGHWOODS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
HD1YUSAX=R,1Y,5.38,HOME DEPOT,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Cyclicals,United States of America
HSTL1YUSAX=R,1Y,6.9,HOST HOTELS RSRT,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
IGT1YUSAX=R,1Y,38.26,IGT,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
IPG1YUSAX=R,1Y,23.41,INTERPUBLIC GRP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
JNJ1YUSAX=R,1Y,5.49,JOHNSON&JOHNSON,USD,SNRFOR,Ex-Restruct14,AAA,(40-49),Healthcare,United States of America
KMB1YUSAX=R,1Y,9.34,KIMBERLY CLARK,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Non-Cyclicals,United States of America
KSS1YUSAX=R,1Y,9.11,KOHLS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
KR1YUSAX=R,1Y,9.62,KROGER,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
LTDD1YUSAX=R,1Y,28.83,L BRANDS,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
LH1YUSAX=R,1Y,36.88,LABORATORY CORP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Healthcare,United States of America
LLY1YUSAX=R,1Y,5.96,LILLY,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
LOW1YUSAX=R,1Y,6.57,LOWES,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Cyclicals,United States of America
FD1YUSAX=R,1Y,11.48,MACYS,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
MGGM1YUSAX=R,1Y,29.23,MANDALAY RESORT,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Consumer Cyclicals,United States of America
MGGM1YUSSX=R,1Y,43.85,MANDALAY RESORT,USD,SUBLT2,Ex-Restruct14,NR,(0-29),Consumer Cyclicals,United States of America
MAR1YUSAX=R,1Y,10.05,MARRIOTT INTNL,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
MAT1YUSAX=R,1Y,18.66,MATTEL,USD,SNRFOR,Ex-Restruct14,B,(40-49),Consumer Cyclicals,United States of America
MNI1YUSAX=R,1Y,202.36,MCCLATCHY,USD,SNRFOR,Ex-Restruct14,CCC,(0-29),Consumer Cyclicals,United States of America
MCD1YUSAX=R,1Y,6.36,MCDONALDS CORP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
MCK1YUSAX=R,1Y,16.13,MCKESSON,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
MHS1YUSAX=R,1Y,7.12,MEDCO HEALTH SOL,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Non-Cyclicals,United States of America
MCCA1YUSAX=R,1Y,73.02,MEDIACOM,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Consumer Cyclicals,United States of America
MDT1YUSAX=R,1Y,7.41,MEDTRONIC INC,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
SGP1YUSAX=R,1Y,12.15,MERCK & CO,USD,SNRFOR,Ex-Restruct14,A,(40-49),Healthcare,United States of America
MRK1YUSAX=R,1Y,7.15,MERCK SHARP DHM,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Healthcare,United States of America
MCHS1YUSAX=R,1Y,539.81,MICHAELS STORES,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Consumer Cyclicals,United States of America
NYT1YUSAX=R,1Y,7.91,NEW YORK TIMES,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Consumer Cyclicals,United States of America
NOBE1YUSAX=R,1Y,10.84,NORDSTROM,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
LU1YUSAX=R,1Y,9.79,ALC-LUCENT USA,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Technology,United States of America
ATEL1YUSAX=R,1Y,11.45,ALLTEL,USD,SNRFOR,Ex-Restruct14,A,(40-49),Telecommunications Services,United States of America
TCNC1YUSAX=R,1Y,7.02,AT&T MOBILITY,USD,SNRFOR,Ex-Restruct14,A,(40-49),Telecommunications Services,United States of America
TBLS1YUSAR=R,1Y,20.03,BELLSOUTH US,USD,SNRFOR,Mod-Restruct14,A,(40-49),Telecommunications Services,United States of America
VZCP1YUSAX=R,1Y,11.13,CELLCO PARTNER,USD,SNRFOR,Ex-Restruct14,A,(40-49),Telecommunications Services,United States of America
CTL1YUSAX=R,1Y,34.06,CENTURYLINK,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Telecommunications Services,United States of America
CBB1YUSAX=R,1Y,301.2,CINCINNATI BELL,USD,SNRFOR,Ex-Restruct14,B,(40-49),Telecommunications Services,United States of America
CBB1YUSSX=R,1Y,451.81,CINCINNATI BELL,USD,SUBLT2,Ex-Restruct14,B,(0-29),Telecommunications Services,United States of America
DTVH1YUSAX=R,1Y,11.81,DIRECTV HLDG,USD,SNRFOR,Ex-Restruct14,A,(40-49),Consumer Cyclicals,United States of America
DCEL1YUSAX=R,1Y,70.19,DOBSON COMM,USD,SNRFOR,Ex-Restruct14,NR,(40-49),Telecommunications Services,United States of America
LVLT1YUSAX=R,1Y,30.77,LEVEL 3 COMMUNI,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Telecommunications Services,United States of America
TNCN1YUSAX=R,1Y,14.13,NW CNGULR WRLES,USD,SNRFOR,Ex-Restruct14,A,(40-49),Telecommunications Services,United States of America
USWC1YUSAX=R,1Y,23.31,QWEST,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Telecommunications Services,United States of America
Q1YUSAX=R,1Y,177.78,QWEST COMMS INTL,USD,SNRFOR,Ex-Restruct14,BB,(40-49),Telecommunications Services,United States of America
BCXX1YUSAX=R,1Y,20.5,BRUNSWICK CORP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Consumer Cyclicals,United States of America
CSX1YUSAX=R,1Y,6.94,CSX,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
DAL1YUSAX=R,1Y,24.42,DELTA AIR,USD,SNRFOR,Ex-Restruct14,BBB,(0-29),Industrials,United States of America
FDX1YUSAX=R,1Y,7.7,FEDEX,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
GMT1YUSAX=R,1Y,14.97,GATX CRP,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Financials,United States of America
GD1YUSAX=R,1Y,7.47,GENERAL DYNAMICS,USD,SNRFOR,Ex-Restruct14,A,(40-49),Industrials,United States of America
JBLU1YUSAX=R,1Y,23.48,JETBLUE AIRWAYS,USD,SNRFOR,Ex-Restruct14,BB,(0-29),Industrials,United States of America
NSC1YUSAX=R,1Y,5.84,NORFOLK SOUTHERN,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
LUV1YUSAX=R,1Y,7.7,SOUTHWEST,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
UAUA1YUSAX=R,1Y,26.86,UAL,USD,SNRFOR,Ex-Restruct14,BB,(0-29),Industrials,United States of America
UAUA1YUSSX=R,1Y,26.86,UAL,USD,SUBLT2,Ex-Restruct14,BB,(0-29),Industrials,United States of America
UNP1YUSAX=R,1Y,5.06,UNION PACIFIC,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Industrials,United States of America
CAL1YUSAX=R,1Y,26.86,UNITED AIRLINS,USD,SNRFOR,Ex-Restruct14,BB,(0-29),Industrials,United States of America
UPS1YUSAX=R,1Y,6.38,UPS,USD,SNRFOR,Ex-Restruct14,A,(40-49),Industrials,United States of America
CNQ1YUSAX=R,1Y,6.37,CDN NATURAL RSC,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Energy,Canada
ENB1YUSAX=R,1Y,14.77,ENBRIDGE INC,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Energy,Canada
ECA1YUSAX=R,1Y,8.51,ENCANA,USD,SNRFOR,Ex-Restruct14,BBB,(40-49),Energy,Canada
